ResponseId,Age,EdLevel,Employment,WorkExp,LearnCodeAI,DevType,OrgSize,RemoteWork,Industry,Country,Language,Database,Salary,EDU,WE,SS Index
39565,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, mobile","1,000 to 4,999 employees","Hybrid (some in-person, leans heavy to flexibility)",Software Development,Japan,Swift,BigQuery;Supabase,105705,1,0.710526316,75106.18421
39573,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,16,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, desktop or enterprise applications",100 to 499 employees,"Hybrid (some remote, leans heavy to in-person)",Software Development,Netherlands,C++,NA,62648,0.8,0.605263158,30334.82105
39583,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,5,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, back-end",100 to 499 employees,Remote,Software Development,Switzerland,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;Scala;SQL,PostgreSQL,235586,0.9,0.894736842,189708.7263
39590,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,19,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Developer, desktop or enterprise applications",100 to 499 employees,In-person,Software Development,Czech Republic,Delphi;Perl;SQL,Microsoft SQL Server;Oracle;PostgreSQL;SQLite,38381,0.9,0.526315789,18180.47368
39592,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,NA,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, embedded applications or devices","1,000 to 4,999 employees","Hybrid (some remote, leans heavy to in-person)",Software Development,India,C++;Python,MongoDB,27898,1,0.5,13949
39596,18-24 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,2,"No, I didn't spend time learning in the past year",DevOps engineer or professional,100 to 499 employees,"Hybrid (some remote, leans heavy to in-person)","Internet, Telecomm or Information Services",France,C;GDScript;Go;HTML/CSS;JavaScript;Lua;Python;Ruby;Rust;SQL;TypeScript,PostgreSQL,45246,0.9,0.973684211,39649.78421
39613,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,10,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",Data scientist,"10,000 or more employees","Hybrid (some remote, leans heavy to in-person)",Other:,Denmark,R,NA,162363,0.8,0.763157895,99126.88421
39617,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Developer, desktop or enterprise applications","10,000 or more employees","Hybrid (some remote, leans heavy to in-person)",Manufacturing,Germany,Bash/Shell (all shells);C;Fortran;Lisp;OCaml;Python,NA,104413,0.9,0.763157895,71715.24474
39628,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",Data engineer,"10,000 or more employees","Hybrid (some in-person, leans heavy to flexibility)","Internet, Telecomm or Information Services",Italy,Bash/Shell (all shells);Go;JavaScript;Perl;PowerShell;Python;SQL,InfluxDB;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Neo4J;Oracle;PostgreSQL;Redis;SQLite;Clickhouse,48726,0.9,0.710526316,31158.99474
39651,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,10,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, back-end","1,000 to 4,999 employees","Hybrid (some remote, leans heavy to in-person)",Retail and Consumer Services,Czech Republic,HTML/CSS;JavaScript;PHP;Python;TypeScript,PostgreSQL;Redis;SQLite;Clickhouse,79570,1.25,0.763157895,75905.59211
39653,25-34 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,6,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, back-end","10,000 or more employees","Hybrid (some in-person, leans heavy to flexibility)",Other:,United Kingdom of Great Britain and Northern Ireland,Assembly;Bash/Shell (all shells);C;C++;Go;Groovy;Java;JavaScript;Python;Rust;Scala;TypeScript;Zig,BigQuery;Cassandra;Dynamodb;Elasticsearch;Redis;SQLite,102106,1.25,0.868421053,110838.75
39660,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack","10,000 or more employees","Hybrid (some in-person, leans heavy to flexibility)",Software Development,Nigeria,Bash/Shell (all shells);C#;JavaScript;Python;SQL;TypeScript;VBA;Visual Basic (.Net),Cloud Firestore;MongoDB;MySQL;Neo4J,8393,1,0.947368421,7951.263158
39668,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,9,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",DevOps engineer or professional,"1,000 to 4,999 employees","Hybrid (some remote, leans heavy to in-person)",Retail and Consumer Services,Germany,Bash/Shell (all shells);Python;SQL,Databricks SQL;MySQL;PostgreSQL;Snowflake,111374,0.9,0.789473684,79134.15789
39677,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Architect, software or solutions",500 to 999 employees,"Hybrid (some in-person, leans heavy to flexibility)",Government,Lithuania,Bash/Shell (all shells);JavaScript;PowerShell;Python;R;TypeScript,Elasticsearch;PostgreSQL,46406,1,0.921052632,42742.36842
39679,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies",Data or business analyst,"1,000 to 4,999 employees",In-person,Banking/Financial Services,Mozambique,C#;Python;SQL,Microsoft Access;Microsoft SQL Server,10944,1,0.921052632,10080
39694,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, front-end","5,000 to 9,999 employees",Remote,Higher Education,Ukraine,HTML/CSS;JavaScript;PHP,NA,5000,0.9,0.631578947,2842.105263
39701,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,21,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack","1,000 to 4,999 employees",Remote,"Internet, Telecomm or Information Services",Germany,Go;HTML/CSS;JavaScript;Python;SQL;TypeScript,Dynamodb;MariaDB;MongoDB;MySQL;PostgreSQL;Redis,64968,1,0.5,32484
39719,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Developer, full-stack","5,000 to 9,999 employees",In-person,Fintech,India,HTML/CSS;JavaScript;TypeScript,Dynamodb;Elasticsearch;PostgreSQL;Redis;Supabase,20923,1,1,20923
39720,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,8,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack",500 to 999 employees,"Hybrid (some remote, leans heavy to in-person)",Other:,France,Bash/Shell (all shells);Dart;HTML/CSS;Java;JavaScript;SQL;TypeScript,PostgreSQL,52207,1,0.815789474,42589.92105
39734,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, embedded applications or devices","1,000 to 4,999 employees","Hybrid (some remote, leans heavy to in-person)",Software Development,Portugal,Bash/Shell (all shells);C++;Python;Rust,NA,34804,1,0.947368421,32972.21053
39747,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",Data engineer,"5,000 to 9,999 employees",Remote,Insurance,United Kingdom of Great Britain and Northern Ireland,Lua;Python;R;Rust;Visual Basic (.Net),Databricks SQL;DuckDB;Microsoft Access;Microsoft SQL Server,102106,1,0.868421053,88671
39759,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Developer, back-end","1,000 to 4,999 employees","Hybrid (some remote, leans heavy to in-person)",Software Development,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;Perl;Python;SQL;TypeScript,BigQuery;PostgreSQL;Redis;SQLite,68071,1,0.736842105,50157.57895
39766,35-44 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,10,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack",100 to 499 employees,In-person,Software Development,Germany,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,MongoDB;PostgreSQL;SQLite,81210,0.8,0.763157895,49580.84211
39776,35-44 years old,"Associate degree (A.A., A.S., etc.)",Employed,2,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, desktop or enterprise applications",100 to 499 employees,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,France,Bash/Shell (all shells);Java;JavaScript;Kotlin;Scala;SQL;TypeScript,H2;Microsoft SQL Server;Oracle;PostgreSQL,44782,1.15,0.973684211,50144.05526
39783,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,4,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack","1,000 to 4,999 employees","Hybrid (some remote, leans heavy to in-person)",Software Development,France,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;SQL;TypeScript,H2;MySQL;Oracle;PostgreSQL,46406,0.9,0.921052632,38468.13158
39791,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack","1,000 to 4,999 employees",Remote,Other:,New Zealand,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Cloud Firestore;Dynamodb;IBM DB2;Microsoft SQL Server;Redis;Snowflake;SQLite,82522,1,0.868421053,71663.84211
39800,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,1,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Developer, mobile",100 to 499 employees,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,Japan,Bash/Shell (all shells);C#;Dart;Java;Kotlin;Ruby;SQL;Swift,MongoDB;MySQL;PostgreSQL;SQLite,30399,1,1,30399
39805,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career",Data engineer,"1,000 to 4,999 employees","Hybrid (some remote, leans heavy to in-person)",Other:,Hungary,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;SQL,MariaDB;Microsoft SQL Server,32354,0.9,0.763157895,22222.08947
39808,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,8,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",Cybersecurity or InfoSec professional,100 to 499 employees,Remote,Fintech,Andorra,C#;Go;HTML/CSS;JavaScript;Rust;SQL;TypeScript,BigQuery;Elasticsearch;MongoDB;MySQL;Neo4J;PostgreSQL;Redis;Clickhouse,348044,1,0.815789474,283930.6316
39815,55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,30,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",Product manager,"10,000 or more employees","Hybrid (some remote, leans heavy to in-person)",Higher Education,United States of America,HTML/CSS;JavaScript;Perl;PHP;SQL;TypeScript,BigQuery;Cloud Firestore;Firebase Realtime Database;MySQL;PostgreSQL,150000,1,0.5,75000
39823,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,12,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack",100 to 499 employees,Remote,Manufacturing,Germany,C#;SQL,InfluxDB;Microsoft SQL Server;SQLite,89331,0.9,0.710526316,57124.82368
39825,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack","10,000 or more employees","Hybrid (some in-person, leans heavy to flexibility)","Internet, Telecomm or Information Services",India,Bash/Shell (all shells);PHP;TypeScript,MySQL,34872,1,0.631578947,22024.42105
39832,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,14,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies",DevOps engineer or professional,"10,000 or more employees",In-person,Software Development,Canada,Bash/Shell (all shells);Go;Groovy;Java;PowerShell;SQL,MariaDB;MySQL,91198,1,0.657894737,59998.68421
39835,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, mobile",100 to 499 employees,In-person,Software Development,India,C++;Dart;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL,Firebase Realtime Database;MongoDB;MySQL;PostgreSQL,9299,1,0.921052632,8564.868421
39838,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,13,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, back-end","10,000 or more employees","Hybrid (some remote, leans heavy to in-person)",Banking/Financial Services,United Kingdom of Great Britain and Northern Ireland,Java;Perl;Python,Redis,238248,0.9,0.684210526,146710.6105
39847,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,21,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack",100 to 499 employees,Remote,"Transportation, or Supply Chain",Serbia,HTML/CSS;TypeScript,PostgreSQL;Redis;Cockroachdb,90707,1,0.5,45353.5
39849,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4,"No, I learned something that was not related to AI or AI enablement for my personal curiosity and/or hobbies","Developer, embedded applications or devices","10,000 or more employees","Hybrid (some remote, leans heavy to in-person)","Internet, Telecomm or Information Services",India,Bash/Shell (all shells);C;C++;F#;HTML/CSS;JavaScript;Lua;Python;SQL,NA,26735,1,0.921052632,24624.34211
39853,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,"No, I didn't spend time learning in the past year","Developer, embedded applications or devices",100 to 499 employees,"Hybrid (some remote, leans heavy to in-person)",Healthcare,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C;Python,NA,61264,1,0.868421053,53202.94737
39859,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,3,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, front-end","5,000 to 9,999 employees","Hybrid (some remote, leans heavy to in-person)",Software Development,Germany,Go;HTML/CSS;JavaScript;TypeScript,PostgreSQL,64968,0.9,0.947368421,55393.76842
39860,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,4,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, back-end","10,000 or more employees",In-person,Software Development,Russian Federation,Bash/Shell (all shells);HTML/CSS;Java;Kotlin;SQL,PostgreSQL;Clickhouse,42872,1,0.921052632,39487.36842
39878,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,8,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, front-end","10,000 or more employees","Hybrid (some remote, leans heavy to in-person)","Internet, Telecomm or Information Services",Italy,Dart;Go;HTML/CSS;JavaScript;SQL;TypeScript,MongoDB;MySQL,44086,1,0.815789474,35964.89474
39886,18-24 years old,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,12,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career",DevOps engineer or professional,"10,000 or more employees","Hybrid (some in-person, leans heavy to flexibility)","Internet, Telecomm or Information Services",Switzerland,Bash/Shell (all shells);C#;Go;HTML/CSS;Java;JavaScript;Lua;PHP;PowerShell;Python;SQL;TypeScript;VBA,BigQuery;InfluxDB;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite,210788,0.8,0.710526316,119816.3368
39890,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10,"No, I didn't spend time learning in the past year","Developer, full-stack",100 to 499 employees,"Hybrid (some remote, leans heavy to in-person)",Other:,United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript;VBA,Microsoft Access;Microsoft SQL Server;MySQL;SQLite,46288,0.9,0.763157895,31792.54737
39896,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,6,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",Data engineer,"10,000 or more employees",Remote,Banking/Financial Services,Poland,Bash/Shell (all shells);JavaScript;PowerShell;Python,Elasticsearch;InfluxDB;MariaDB;Microsoft SQL Server;MongoDB;PostgreSQL;Snowflake;SQLite,75320,0.9,0.868421053,58868.52632
39912,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,5,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack","10,000 or more employees","Hybrid (some remote, leans heavy to in-person)",Software Development,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Dynamodb;Microsoft SQL Server;MongoDB,89853,0.9,0.894736842,72355.31053
39915,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,9,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",Data engineer,100 to 499 employees,"Hybrid (some in-person, leans heavy to flexibility)","Internet, Telecomm or Information Services",India,Java;Python,Elasticsearch;PostgreSQL;Redis;SQLite;Clickhouse,68581,1,0.789473684,54142.89474
39932,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20,"No, I didn't spend time learning in the past year",DevOps engineer or professional,100 to 499 employees,Remote,Software Development,United States of America,Bash/Shell (all shells);Ruby;Rust;SQL,Elasticsearch;PostgreSQL;Redis;SQLite;Valkey,167000,1,0.5,83500
39936,18-24 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack",500 to 999 employees,In-person,Software Development,India,HTML/CSS;JavaScript;Python;Rust;TypeScript,NA,9299,1,0.947368421,8809.578947
39941,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,3,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack",500 to 999 employees,In-person,Banking/Financial Services,France,C#;HTML/CSS;SQL;Visual Basic (.Net),Microsoft SQL Server,39445,0.9,0.947368421,33632.05263
39961,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,7,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",Data scientist,"10,000 or more employees","Hybrid (some in-person, leans heavy to flexibility)",Fintech,Switzerland,Bash/Shell (all shells);HTML/CSS;JavaScript;Python,NA,148791,0.9,0.842105263,112767.9158
39962,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,7,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",Data scientist,100 to 499 employees,"Hybrid (some in-person, leans heavy to flexibility)",Retail and Consumer Services,Poland,Bash/Shell (all shells);C;HTML/CSS;JavaScript;Lua;Python;Rust;SQL;TypeScript,BigQuery;Snowflake,125534,1,0.842105263,105712.8421
39971,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, desktop or enterprise applications",100 to 499 employees,In-person,Computer Systems Design and Services,Brazil,Bash/Shell (all shells);C#;Delphi;HTML/CSS;JavaScript;Lua;PHP;PowerShell;Prolog;Python;SQL;TypeScript,Cassandra;Cosmos DB;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,20097,1,0.763157895,15337.18421
39977,55-64 years old,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,34,"No, I didn't spend time learning in the past year","Developer, desktop or enterprise applications","10,000 or more employees","Hybrid (some in-person, leans heavy to flexibility)",Healthcare,Italy,C#;Delphi;PowerShell,Microsoft SQL Server;MySQL;Oracle;SQLite,69609,1.25,0.5,43505.625
40005,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack","1,000 to 4,999 employees",In-person,Fintech,United States of America,C;C++;Elixir;Python;TypeScript,PostgreSQL;SQLite,110000,1,0.868421053,95526.31579
40007,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,17,"No, I didn't spend time learning in the past year",Applied scientist,"10,000 or more employees",In-person,Government,United States of America,Bash/Shell (all shells);C;C#;C++;Fortran;Java;Python;Rust,NA,205000,0.9,0.578947368,106815.7895
40009,45-54 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,26,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Architect, software or solutions","10,000 or more employees",Remote,Insurance,United States of America,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell,Microsoft SQL Server;Oracle,160000,1,0.5,80000
40013,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,17,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack","1,000 to 4,999 employees",In-person,Software Development,Brazil,Assembly;C;C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Lisp;PHP;Prolog;Rust;SQL,BigQuery;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL,38228,0.9,0.578947368,19918.8
40028,18-24 years old,"Associate degree (A.A., A.S., etc.)",Employed,2,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Architect, software or solutions","1,000 to 4,999 employees","Hybrid (some remote, leans heavy to in-person)",Software Development,Spain,Ada;Bash/Shell (all shells);Go;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript,NA,24363,1.15,0.973684211,27280.14868
40046,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,6,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, back-end",100 to 499 employees,Remote,Banking/Financial Services,United Kingdom of Great Britain and Northern Ireland,Groovy;Java;JavaScript;Python;Ruby,H2;MariaDB;MySQL;PostgreSQL;Redis,163370,1,0.868421053,141873.9474
40055,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career","Developer, full-stack","10,000 or more employees",Remote,Other:,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript,MariaDB;Microsoft SQL Server;PostgreSQL,151000,1,0.763157895,115236.8421
40057,55-64 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,30,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies",Product manager,100 to 499 employees,"Hybrid (some in-person, leans heavy to flexibility)",Software Development,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);HTML/CSS;JavaScript;MicroPython;Python;SQL,BigQuery;DuckDB;H2;MySQL;Redis;SQLite,190598,1,0.5,95299
40061,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,3,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, back-end",500 to 999 employees,"Hybrid (some remote, leans heavy to in-person)","Transportation, or Supply Chain",United States of America,C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft SQL Server,65000,1,0.947368421,61578.94737
40063,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,18,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career",Cloud infrastructure engineer,500 to 999 employees,"Hybrid (some remote, leans heavy to in-person)",Manufacturing,Germany,HTML/CSS;Python;Rust;TypeScript,MongoDB;SQLite,139218,0.9,0.552631579,69242.63684
40065,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,6,"No, I learned something that was not related to AI or AI enablement as required for my job or to benefit my career",Data engineer,"5,000 to 9,999 employees",Remote,Energy,Belgium,Bash/Shell (all shells);PowerShell;Python;SQL,MariaDB;Microsoft Access;MySQL;PostgreSQL;SQLite,61488,0.9,0.868421053,48057.72632
40066,45-54 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,21,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Architect, software or solutions","5,000 to 9,999 employees","Hybrid (some in-person, leans heavy to flexibility)",Higher Education,Switzerland,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,MariaDB;MongoDB;MySQL;Redis;SQLite,162421,0.9,0.5,73089.45
40075,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack","10,000 or more employees",Remote,Retail and Consumer Services,France,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,Elasticsearch;MariaDB;MySQL;PostgreSQL;SQLite,87011,0.9,0.631578947,49458.88421
40077,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,3,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, front-end","1,000 to 4,999 employees","Hybrid (some remote, leans heavy to in-person)",Software Development,Belgium,HTML/CSS;JavaScript;Kotlin;Python;SQL;TypeScript,PostgreSQL;SQLite,69609,0.9,0.947368421,59350.83158
40091,35-44 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,18,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack",500 to 999 employees,"Hybrid (some remote, leans heavy to in-person)",Fintech,Bulgaria,Bash/Shell (all shells);C#;JavaScript;SQL;Swift;TypeScript;VBA,BigQuery;PostgreSQL;Redis,88960,0.9,0.552631579,44245.89474
40092,25-34 years old,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,5,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, full-stack","10,000 or more employees",In-person,Software Development,United States of America,Bash/Shell (all shells);C++;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;TypeScript,NA,175000,0.9,0.894736842,140921.0526
40098,35-44 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,25,"Yes, I learned how to use AI-enabled tools for my personal curiosity and/or hobbies","Developer, full-stack","10,000 or more employees",Remote,Government,United States of America,Bash/Shell (all shells);COBOL;HTML/CSS;Java;JavaScript;Lua;Perl;PHP;SQL;TypeScript,BigQuery;Elasticsearch;MariaDB;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,93500,1,0.5,46750
40100,25-34 years old,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,12,"Yes, I learned how to use AI-enabled tools required for my job or to benefit my career","Developer, back-end","5,000 to 9,999 employees",Remote,Software Development,United States of America,Bash/Shell (all shells);HTML/CSS;Java;Python;Rust;SQL;TypeScript,SQLite,350000,1,0.710526316,248684.2105
